Are you self-employed?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?",Do you believe your productivity is ever affected by a mental health issue?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?
0,Yes,Yes,No,No,Maybe,Yes,Yes,No,,,Maybe,It might depend on how I think they would perceive that issue in relation to my ability to do the job.,No,I definitely think the employer might worry about my ability to perform the job.,Maybe,Maybe,Somewhat open,Maybe/Not sure,Maybe,1,Rarely,Sometimes,33,Female,United States of America
1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,,Maybe,,Maybe,Maybe,Not applicable to me (I do not have a mental illness),N/A,,0,Not applicable to me,Not applicable to me,28,male,United States of America
0,Yes,Yes,Maybe,No,No,Maybe,I don't know,No,,,Yes,,No,,Maybe,Maybe,Somewhat open,"Yes, I observed",N/A,1,Sometimes,Often,28,male,United States of America
0,Yes,Yes,No,No,Yes,Yes,Yes,No,,,No,I feel that is too early in the process. Guess it would depend on how serious I was about working for and how serious a company was about hiring me. ,No,See above,"Yes, I think it would",Maybe,Somewhat open,No,,1,Not applicable to me,Rarely,32,Male,United States of America
0,Yes,No,No,No,No,Maybe,I don't know,No,,,Yes,,No,"Not unless I knew what their track record was with mental illness, I would have to know I could trust them and that they wouldn't judge me negatively",Maybe,Maybe,Somewhat not open,"Yes, I observed",N/A,1,Not applicable to me,Often,36,female,United States of America
0,I don't know,Yes,Yes,No,No,No,I don't know,No,,,Yes,,No,"Getting through interview would be hard enough, let alone risk negative response","Yes, I think it would","Yes, I think they would",Not open at all,No,,0,Often,Not applicable to me,45,Male,United Kingdom
1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,"I believe in playing open cards; If someone has a problem with it, then better get aware of it early on; In IT there are plenty of alternatives",Maybe,Same reason mostly. Though probably depend on particular issue and how it may affect the work life,Maybe,"No, I don't think they would",Neutral,"Yes, I observed",No,0,Not applicable to me,Not applicable to me,29,M,Lithuania
0,No,Yes,Maybe,No,No,No,I don't know,No,,,Yes,"Because you cannot lie about it, since it's gonna show up at some point since physical disorder often comes with not being able to do certain things the same way as people who don't suffer disorders.",Yes,"I would bring it up because I think it's not right to hide it, even for yourself, you could have an increased stress from trying to hide the disorder which could make your disorder even worse than it should be. Also if a company isn't willing to hire you because you suffer from a mental disorder, it's probably a company you wouldn't want to work for.",Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,23,Male,France
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,"If I believe it would be relevant to the job I'm interviewing for (if I would need some kind of accommodation for my issue).  Otherwise, I think it would reduce my chances of being hired.",Maybe,"Same as physical -- if I think I would need special treatment or accommodation to do the work, I would bring it up as soon as it's relevant.  ",Maybe,Maybe,Somewhat open,"Yes, I experienced",Yes,1,Rarely,Often,54,Female,Canada
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,"It would depend on the situation. For example, if there were office cats, it would be a problem as I'm allergic to cats. Otherwise, I probably wouldn't say anything unless there was a specific discussion about desks & ergonomics. I wouldn't want them to worry that they were going to have to spend a fortune on special desks or chairs, etc.",No,I think they would not hire me if they knew I had depression issues.,"Yes, it has","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,1,Sometimes,Often,61,F,United States of America
0,I don't know,No,Yes,Yes,No,No,No,No,,,No,Because they wouldn't hire me probably,No,I'd bet they wouldn't hire me,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,1,Sometimes,Often,29,Female,United States of America
0,Not eligible for coverage / N/A,No,Maybe,No,No,Maybe,I don't know,No,,,Yes,Physical health issues in our line of work rarely effect our ability to perform.,No,Mental health issues can and often do effect our ability to perform.,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I experienced",N/A,1,Sometimes,Often,31,Male,Australia
1,,,,,,,,,"No, because it would impact me negatively",Yes,No,Problems are problems. No one wants to hear about problems. They want solutions. Possible physical issues could lead to other issues that could impact performance.,No,"They would immediately give the ""short interview"" and show you the door. That's career suicide. What if someone said ""I'm manic depressive, sometimes I can't get shit done because I'm too depressed. Other times I'll get more done in 4 hours than your entire team will in a week."" Most companies are going to think you're nuts.","Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),"Yes, I observed",N/A,0,Rarely,Not applicable to me,37,M,United States of America
0,No,No,Yes,Maybe,No,No,I don't know,Yes,,,Maybe,"Because the “survival of the fittest"" mentality. No one wants to ihre someone with the probably highscore of sick days",No,Because as a techie your main  tool is your brain. And i would fear that people would see my mental health issue as a maldunction and value my abilities less,"Yes, I think it would",Maybe,Somewhat open,"Yes, I experienced",Yes,1,Sometimes,Sometimes,29,Male,Germany
1,,,,,,,,,Not applicable to me,Yes,Maybe,"It depends if it really matters. I suffer from heartburn which is crippling if I eat particular foods or drinks (mainly caffeine, poor me eh). But it's just my life and I'm used to it and it has no bearing on my work. If it did have an impact on my work in some way, or that employer could be more accommodating to help reduce the impact it would have then I'd of course discuss it. Not during interviewing though... who does that!",No,"It doesn't matter at that point in my opinion. Ultimately I feel, although third parties can greatly help you with mental health troubles, it is ultimately yourself and your perspective on things that has to change and thus it's a very personal battle.",Maybe,"No, I don't think they would",Very open,Maybe/Not sure,N/A,0,Rarely,Often,28,Male,United Kingdom
0,I don't know,No,No,No,Maybe,Maybe,I don't know,No,,,Yes,"If it's going to affect my role, I should bring it up.",Maybe,"Now you've got me...! I think not previously knowing said interviewers would dissuade me, not knowing how it would affect my outcome, although I would know that I should be addressing it with them.",Maybe,"No, they do not",Somewhat open,No,,1,Rarely,Sometimes,30,Male,United Kingdom
0,Yes,Yes,No,No,Yes,Yes,Yes,No,,,No,Feel it would go against mr,No,Would go against me,"Yes, it has",Maybe,Very open,No,,1,Sometimes,Often,55,Male,United Kingdom
0,I don't know,No,Maybe,Maybe,Maybe,Yes,I don't know,No,,,No,I am fortunate enough to not have a condition that requires accommodation. ,No,Not everybody understands mental health. Would worry about being perceived negatively. ,Maybe,Maybe,Somewhat open,No,,1,Never,Sometimes,38,Female,United States of America
0,I don't know,No,Yes,No,No,No,I don't know,No,,,Yes,,No,Too personal,"Yes, I think it would","Yes, I think they would",Somewhat open,N/A,,0,Not applicable to me,Not applicable to me,20,male,Canada
0,No,No,No,No,No,Maybe,I don't know,No,,,Yes,I dont have a problem discussing my personal limitations with anyone.,Yes,"I think it is generally important to bring it up, if I felt that the employer was open to hearing about it","No, I don't think it would","No, I don't think they would",Very open,No,,1,Rarely,Often,25,Male,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,,No,,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,Maybe,0,Not applicable to me,Sometimes,22,Male,Spain
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,Embarrasment,Maybe,"Feeling vulnerable, not wanting to let them down",Maybe,Maybe,Very open,No,,1,Sometimes,Often,35,Male,United Kingdom
0,I don't know,No,Maybe,No,No,No,No,No,,,Maybe,"If it was a personal matter, I'd try not to let it effect my work",No,Embarrassing / personal issue,Maybe,"No, I don't think they would",Neutral,No,,1,Never,Rarely,27,male,United States of America
0,No,No,Maybe,Maybe,No,Yes,I don't know,No,,,Maybe,,Maybe,,Maybe,Maybe,Somewhat not open,Maybe/Not sure,No,1,Not applicable to me,Often,24,Male,United States of America
1,,,,,,,,,"Yes, always",Yes,Maybe,"Depends on whether I thought it would impact job performance, and whether I would expect allowances to be made for my health issue.",Maybe,"Again, depends on whether I thought it would impact performance, and would require accommodation.","No, it has not","No, they do not",Very open,No,,1,Sometimes,Sometimes,39,Male,Australia
0,I don't know,No,No,No,No,No,Yes,No,,,Maybe,It's more likely that I wouldn't think it would be relevant.,No,"I don't feel comfortable talking about mental health issues at all, even less with a stranger interviewing me.","No, I don't think it would","No, I don't think they would",Not open at all,Maybe/Not sure,Maybe,0,Not applicable to me,Not applicable to me,29,Male,Brazil
0,No,No,Yes,No,Maybe,Yes,Yes,No,,,No,My potential employment should not be contingent on anything the ADA covers.,No,"It would be a weird thing to volunteer in an interview. I wouldn't want a candidate to tell me about any issue, because it puts me in a bad spot if I decline to offer them a job.","Yes, I think it would","Yes, I think they would",Somewhat open,No,,1,Sometimes,Often,40,Female,United States of America
0,No,No,Maybe,No,No,No,I don't know,No,,,No,It's not pertinent to the position.,No,It's not pertinent to the position..,Maybe,"Yes, I think they would",Not open at all,Maybe/Not sure,Maybe,1,Sometimes,Often,30,Male,United States of America
0,Yes,No,Maybe,No,Yes,Yes,No,No,,,No,"Not their business unless it would impact how I do my job in a way that they're allowed to care about
",No,"I don't know them, and they don't know me","Yes, I think it would",Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,32,Male,Canada
1,,,,,,,,,Not applicable to me,Yes,Maybe,,No,,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,0,Not applicable to me,Sometimes,34,m,Germany
0,Yes,I don't know,No,No,Maybe,Maybe,Yes,No,,,Yes,I want to make sure both parties can make an informed decision - leaving something important unsaid would foster frustrated expectations.,Yes,I want to make sure both parties can make an informed decision - leaving something important unsaid would foster frustrated expectations,Maybe,"No, they do not",Neutral,Maybe/Not sure,No,1,Rarely,Often,35,F,Canada
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,"Negative Feedback, Termination, Ridicule,",No,Reduce chance for employment,"Yes, it has",Maybe,Somewhat open,"Yes, I observed",Yes,0,Not applicable to me,Sometimes,30,Male,United States of America
0,No,No,Maybe,No,Maybe,No,No,No,,,Maybe,I would only bring it up if the issue would affect my job. Or only if it might affect my job within 3-6 months.,No,With the best will in the world an employer will not see it as a positive even if it's not direct discrimination.,Maybe,Maybe,Neutral,Maybe/Not sure,No,1,Not applicable to me,Not applicable to me,36,Male,United Kingdom
0,I don't know,I don't know,No,No,Maybe,Maybe,Yes,No,,,Yes,To be up front about any factors that may affect my work performance. ,Maybe,"To be honest and up front about things that may affect my work performance, unless I was too embarrassed to talk about it. ",Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,No,0,Not applicable to me,Not applicable to me,26,male,Sweden
0,I don't know,Yes,Maybe,No,Yes,No,I don't know,No,,,No,"If it was likely to affect my chances of being employed, no. My issue only occasionally impacts my ability to work",Maybe,"Again, it depends on if it would strongly affect my ability to work","Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",N/A,1,Sometimes,Sometimes,31,Female,Netherlands
0,Not eligible for coverage / N/A,Yes,No,No,No,Yes,Yes,No,,,Yes,It is important for everyone to be informed of the situation.,Maybe,This is quiet personal,Maybe,Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,33,Male,South Africa
1,,,,,,,,,Not applicable to me,Yes,Yes,,Maybe,,"Yes, I think it would","Yes, I think they would",Somewhat open,N/A,,1,Sometimes,Sometimes,30,Male,United Kingdom
0,I don't know,No,Maybe,Maybe,No,No,No,No,,,Maybe,,Maybe,,Maybe,"No, I don't think they would",Somewhat not open,"Yes, I experienced",No,1,Never,Sometimes,46,m,United Kingdom
0,No,No,Maybe,No,Yes,Yes,I don't know,No,,,Yes,n/a,Maybe,n/a,Maybe,Maybe,Somewhat open,No,,1,Rarely,Sometimes,32,Male,United States of America
0,Yes,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,,,No,"I would never bring up health issues, because it may be perceived as a negative for reliability of employee.",No,"Same as above, and there are additional implications about mental health and overall group dynamics.","Yes, I think it would",Maybe,Neutral,Maybe/Not sure,No,0,Not applicable to me,Not applicable to me,34,male,United States of America
0,I don't know,No,No,No,Maybe,Maybe,I don't know,No,,,Maybe,,Maybe,never have done it before,Maybe,Maybe,Somewhat open,"Yes, I observed",Maybe,1,Sometimes,Sometimes,41,male,United States of America
0,I don't know,No,No,No,Yes,Yes,Yes,No,,,Yes,If it was important to my health or well being I could like them to know,Maybe,,Maybe,Maybe,Somewhat open,"Yes, I observed",Maybe,0,Not applicable to me,Not applicable to me,32,Male,United States of America
0,Yes,I don't know,Maybe,Maybe,No,No,I don't know,No,,,No,I assume that it would weigh against me getting the job,No,I assume it would weigh against me getting the job,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,No,1,Sometimes,Sometimes,47,Male,United States of America
0,I don't know,No,No,No,No,No,Yes,No,,,No,,No,,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,29,male,United States of America
0,Yes,Yes,Maybe,No,Yes,Maybe,I don't know,No,,,Maybe,Maybe if it related to my work,Maybe,"There's a stigma, so I'd probably leave it out if I could.",Maybe,"Yes, I think they would",Somewhat open,No,,1,Never,Rarely,36,male,United States of America
